Medi-Cal UA and UB Modifier Maximum Allowable Reimbursement Rates for Surgical and Anesthesia Supplies and Drugs as of February 2016,,,,,,,,,,,
Procedure Code,,Outpatient,,,,Procedure Code,,Medical,,,UA - Medicaid level of care 10
From,Thru,UA,UB,,,From,Thru,UA,UB,,UB - Medicaid level of care 11
59520,59540,$35.00,$65.00,,,59610,59610,$40.00,$70.00,,
59550,59550,$35.00,$65.00,,,59612,59612,$40.00,$70.00,,
59560,59581,$40.00,$70.00,,,59618,59618,$65.00,$95.00,,
59610,59610,$35.00,$65.00,,,59620,59620,$65.00,$95.00,,
59612,59612,$35.00,$65.00,,,59659,59659,$40.00,$70.00,,
59618,59618,$60.00,$90.00,,,59800,59800,$15.00,$35.00,,
59620,59620,$60.00,$90.00,,,59801,59801,$40.00,$70.00,,
59659,59659,$35.00,$65.00,,,59810,59810,$20.00,$40.00,,
59800,59800,$10.00,$30.00,,,59811,59811,$45.00,$75.00,,
59801,59801,$35.00,$65.00,,,59812,59812,$45.00,$75.00,,
59810,59810,$15.00,$35.00,,,59820,59820,$25.00,$25.00,,
59811,59811,$40.00,$70.00,,,59821,59821,$45.00,$75.00,,
59812,59812,$40.00,$70.00,,,59830,59830,$40.00,$70.00,,
59820,59820,$20.00,$20.00,,,59840,59840,$40.00,$54.00,,
59821,59821,$40.00,$70.00,,,59841,59841,$45.00,$59.00,,
59830,59830,$35.00,$65.00,,,59850,59850,$20.00,$20.00,,
59840,59840,$35.00,$49.00,,,59851,59851,$35.00,$65.00,,
59841,59841,$40.00,$54.00,,,59852,59852,$35.00,$65.00,,
59850,59850,$15.00,$15.00,,,59855,59857,$30.00,$60.00,,
59851,59851,$30.00,$60.00,,,59870,59870,$40.00,$70.00,,
59852,59852,$30.00,$60.00,,,59871,59871,$40.00,$70.00,,
59855,59857,$25.00,$55.00,,,59897,59897,$40.00,$70.00,,
59870,59870,$35.00,$65.00,,,59898,59898,$130.00,$160.00,,
59871,59871,$35.00,$65.00,,,59899,59899,$8.00,$8.00,,
59897,59897,$35.00,$65.00,,,60000,60000,$30.00,$60.00,,
59898,59898,$125.00,$155.00,,,60001,60001,$17.00,$37.00,,
59899,59899,$5.00,$5.00,,,60100,60100,$17.00,$37.00,,
60000,60000,$25.00,$55.00,,,60200,60200,$30.00,$60.00,,
60001,60001,$12.00,$32.00,,,60210,60210,$35.00,$65.00,,
60100,60100,$12.00,$32.00,,,60212,60212,$35.00,$65.00,,
60200,60200,$25.00,$55.00,,,60220,60220,$35.00,$65.00,,
60210,60210,$30.00,$60.00,,,60225,60240,$40.00,$70.00,,
60212,60212,$30.00,$60.00,,,60245,60245,$35.00,$65.00,,
60220,60220,$30.00,$60.00,,,60246,60252,$40.00,$70.00,,
60225,60240,$35.00,$65.00,,,60254,60254,$65.00,$95.00,,
60245,60245,$30.00,$60.00,,,60260,60281,$50.00,$80.00,,
60246,60252,$35.00,$65.00,,,60300,60300,$17.00,$37.00,,
60254,60254,$60.00,$90.00,,,60545,60545,$30.00,$60.00,,
60260,60281,$45.00,$75.00,,,60500,60502,$30.00,$60.00,,
60300,60300,$12.00,$32.00,,,60505,60505,$40.00,$70.00,,
60545,60545,$35.00,$65.00,,,60512,60512,$40.00,$70.00,,
60500,60502,$25.00,$55.00,,,60520,60522,$30.00,$60.00,,
60505,60505,$35.00,$65.00,,,60540,60540,$40.00,$70.00,,
60512,60512,$35.00,$65.00,,,60550,60550,$40.00,$70.00,,
60520,60522,$25.00,$55.00,,,60600,60600,$30.00,$60.00,,
60540,60540,$35.00,$65.00,,,60605,60605,$30.00,$60.00,,
60550,60550,$35.00,$65.00,,,60650,60650,$130.00,$160.00,,
60600,60600,$25.00,$55.00,,,60659,60659,$130.00,$160.00,,
60605,60605,$25.00,$55.00,,,60699,60699,$40.00,$70.00,,
60650,60650,$125.00,$155.00,,,61000,61026,$20.00,$40.00,,
60659,60659,$125.00,$155.00,,,61050,61055,$20.00,$40.00,,
60699,60699,$35.00,$65.00,,,61070,61070,$15.00,$35.00,,
61000,61026,$15.00,$35.00,,,61105,61105,$25.00,$55.00,,
61050,61055,$15.00,$35.00,,,61107,61107,$25.00,$55.00,,
61070,61070,$10.00,$30.00,,,61108,61108,$20.00,$40.00,,
61105,61105,$20.00,$50.00,,,61120,61120,$25.00,$55.00,,
61107,61107,$20.00,$50.00,,,61140,61140,$25.00,$55.00,,
61108,61108,$15.00,$35.00,,,61150,61151,$35.00,$65.00,,
61120,61120,$20.00,$50.00,,,61154,61154,$35.00,$65.00,,
61140,61140,$20.00,$50.00,,,61155,61155,$45.00,$75.00,,
61150,61151,$30.00,$60.00,,,61156,61156,$35.00,$65.00,,
61154,61154,$30.00,$60.00,,,61210,61210,$35.00,$65.00,,
61155,61155,$40.00,$70.00,,,61215,61215,$35.00,$65.00,,
61156,61156,$30.00,$60.00,,,61250,61250,$35.00,$65.00,,
61210,61210,$30.00,$60.00,,,61251,61251,$40.00,$70.00,,
61215,61215,$30.00,$60.00,,,61253,61253,$35.00,$65.00,,
61250,61250,$30.00,$60.00,,,61304,61322,$40.00,$70.00,,
61251,61251,$35.00,$65.00,,,61323,61323,$45.00,$75.00,,
61253,61253,$30.00,$60.00,,,61330,61330,$35.00,$65.00,,
61304,61322,$35.00,$65.00,,,61331,61334,$40.00,$70.00,,
61323,61323,$40.00,$70.00,,,61340,61340,$35.00,$65.00,,
61330,61330,$30.00,$60.00,,,61341,61341,$40.00,$70.00,,
61331,61334,$35.00,$65.00,,,61343,61343,$35.00,$65.00,,
61340,61340,$30.00,$60.00,,,61345,61440,$35.00,$65.00,,
61341,61341,$35.00,$65.00,,,61450,61490,$40.00,$70.00,,
61343,61343,$30.00,$60.00,,,61491,61491,$45.00,$75.00,,
61345,61440,$30.00,$60.00,,,61500,61501,$50.00,$80.00,,
61450,61490,$35.00,$65.00,,,61510,61510,$50.00,$80.00,,
61491,61491,$40.00,$70.00,,,61512,61512,$50.00,$80.00,,
61500,61501,$45.00,$75.00,,,61514,61514,$50.00,$80.00,,
61510,61510,$45.00,$75.00,,,61516,61516,$50.00,$80.00,,
61512,61512,$45.00,$75.00,,,61517,61517,$50.00,$80.00,,
61514,61514,$45.00,$75.00,,,61518,61522,$50.00,$80.00,,
61516,61516,$45.00,$75.00,,,61524,61524,$45.00,$75.00,,
61517,61517,$45.00,$75.00,,,61526,61526,$50.00,$80.00,,
61518,61522,$45.00,$75.00,,,61530,61530,$50.00,$80.00,,
61524,61524,$40.00,$70.00,,,61531,61531,$35.00,$65.00,,
61526,61526,$45.00,$75.00,,,61533,61545,$35.00,$65.00,,
61530,61530,$45.00,$75.00,,,61546,61546,$50.00,$80.00,,
61531,61531,$30.00,$60.00,,,61548,61548,$50.00,$80.00,,
61533,61545,$30.00,$60.00,,,61550,61557,$35.00,$65.00,,
61546,61546,$45.00,$75.00,,,61558,61559,$60.00,$90.00,,
61548,61548,$45.00,$75.00,,,61563,61563,$45.00,$75.00,,
61550,61557,$30.00,$60.00,,,61564,61564,$60.00,$90.00,,
61558,61559,$55.00,$85.00,,,61566,61567,$45.00,$75.00,,
61563,61563,$40.00,$70.00,,,61570,61570,$60.00,$90.00,,
61564,61564,$55.00,$85.00,,,61571,61571,$50.00,$80.00,,
61566,61567,$40.00,$70.00,,,61575,61576,$50.00,$80.00,,
61570,61570,$55.00,$85.00,,,61580,61586,$50.00,$80.00,,
61571,61571,$45.00,$75.00,,,61590,61592,$50.00,$80.00,,
61575,61576,$45.00,$75.00,,,61595,61598,$50.00,$80.00,,
61580,61586,$45.00,$75.00,,,61600,61601,$20.00,$50.00,,
61590,61592,$45.00,$75.00,,,61605,61612,$25.00,$55.00,,
61595,61598,$45.00,$75.00,,,61613,61613,$35.00,$65.00,,
61600,61601,$20.00,$50.00,,,61615,61616,$25.00,$55.00,,
61605,61612,$20.00,$50.00,,,61618,61619,$40.00,$70.00,,
61613,61613,$30.00,$60.00,,,61623,61623,$105.00,$130.00,,
61615,61616,$20.00,$50.00,,,61624,61624,$105.00,$130.00,,
61618,61619,$35.00,$65.00,,,61625,61625,$105.00,$130.00,,
61623,61623,$100.00,$125.00,,,61626,61626,$105.00,$130.00,,
61624,61624,$100.00,$125.00,,,61630,61630,$40.00,$70.00,,
61625,61625,$100.00,$125.00,,,61635,61635,$40.00,$70.00,,
61626,61626,$100.00,$125.00,,,61640,61642,$40.00,$70.00,,
61630,61630,$100.00,$125.00,,,61680,61680,$40.00,$70.00,,
61635,61635,$100.00,$125.00,,,61682,61682,$40.00,$70.00,,
61640,61642,$100.00,$125.00,,,61684,61684,$40.00,$70.00,,
61680,61680,$35.00,$65.00,,,61686,61686,$40.00,$70.00,,
61682,61682,$35.00,$65.00,,,61690,61690,$40.00,$70.00,,
61684,61684,$35.00,$65.00,,,61692,61692,$40.00,$70.00,,
61686,61686,$35.00,$65.00,,,61697,61698,$95.00,$100.00,,
61690,61690,$35.00,$65.00,,,61700,61700,$95.00,$100.00,,
61692,61692,$35.00,$65.00,,,61702,61703,$95.00,$100.00,,
61697,61698,$90.00,$100.00,,,61705,61705,$35.00,$65.00,,
61700,61700,$90.00,$100.00,,,61708,61708,$95.00,$105.00,,
61702,61703,$90.00,$100.00,,,61710,61710,$30.00,$60.00,,
61705,61705,$30.00,$60.00,,,61711,61711,$95.00,$100.00,,
61708,61708,$90.00,$100.00,,,62116,62117,$40.00,$70.00,,
61710,61710,$25.00,$55.00,,,61720,61782,$35.00,$65.00,,
61711,61711,$90.00,$100.00,,,61783,61783,$25.00,$55.00,,
61720,61782,$30.00,$60.00,,,61790,61793,$25.00,$60.00,,
61783,61783,$20.00,$50.00,,,61795,61795,$35.00,$65.00,,
61790,61793,$20.00,$55.00,,,61796,61799,$25.00,$55.00,,
61795,61795,$30.00,$60.00,,,61800,61800,$30.00,$60.00,,
61796,61799,$20.00,$50.00,,,61860,61885,$30.00,$60.00,,
61800,61800,$25.00,$55.00,,,61886,61888,$30.00,$60.00,,
61860,61885,$25.00,$55.00,,,62000,62000,$35.00,$65.00,,
61886,61888,$25.00,$55.00,,,62005,62005,$45.00,$75.00,,
62000,62000,$30.00,$60.00,,,62010,62010,$50.00,$80.00,,
62005,62005,$40.00,$70.00,,,62100,62100,$50.00,$80.00,,
62010,62010,$45.00,$75.00,,,62115,62115,$35.00,$65.00,,
62100,62100,$45.00,$75.00,,,62120,62140,$40.00,$70.00,,
62120,62140,$35.00,$65.00,,,62141,62148,$50.00,$80.00,,
62141,62148,$45.00,$75.00,,,62160,62160,$25.00,$45.00,,
62160,62160,$20.00,$40.00,,,62161,62165,$35.00,$65.00,,
62161,62165,$30.00,$60.00,,,62180,62192,$40.00,$70.00,,
62180,62192,$35.00,$65.00,,,62194,62194,$25.00,$60.00,,
62194,62194,$20.00,$55.00,,,62200,62201,$50.00,$80.00,,
62200,62201,$45.00,$75.00,,,62220,62223,$35.00,$65.00,,
62220,62223,$30.00,$60.00,,,62225,62225,$25.00,$60.00,,
62225,62225,$20.00,$55.00,,,62230,62230,$40.00,$70.00,,
62230,62230,$35.00,$65.00,,,62252,62252,$15.00,$35.00,,
62252,62252,$10.00,$30.00,,,62256,62256,$15.00,$35.00,,
62256,62256,$10.00,$30.00,,,62258,62258,$35.00,$65.00,,
62258,62258,$30.00,$60.00,,,62263,62264,$13.00,$23.00,,
62263,62264,$8.00,$18.00,,,62267,62268,$13.00,$23.00,,
62267,62268,$8.00,$18.00,,,62269,62269,$23.00,$23.00,,
62269,62269,$18.00,$18.00,,,62270,62272,$23.00,$23.00,,
62270,62272,$18.00,$18.00,,,62273,62273,$23.00,$23.00,,
62273,62273,$18.00,$18.00,,,62274,62274,$23.00,$23.00,,
62274,62274,$18.00,$18.00,,,62275,62275,$23.00,$23.00,,
62275,62275,$18.00,$18.00,,,62276,62277,$25.00,$25.00,,
62276,62277,$20.00,$20.00,,,62278,62278,$23.00,$23.00,,
62278,62278,$18.00,$18.00,,,62279,62279,$25.00,$25.00,,
62279,62279,$20.00,$20.00,,,62280,62282,$25.00,$25.00,,
62280,62282,$20.00,$20.00,,,62284,62291,$23.00,$43.00,,
62284,62291,$18.00,$38.00,,,62292,62292,$45.00,$75.00,,
62292,62292,$40.00,$70.00,,,62294,62294,$23.00,$43.00,,
62294,62294,$18.00,$38.00,,,62297,62297,$45.00,$75.00,,
62297,62297,$40.00,$70.00,,,62298,62298,$23.00,$23.00,,
62298,62298,$18.00,$18.00,,,62302,62305,$23.00,$43.00,,
62302,62305,$18.00,$38.00,,,62310,62311,$23.00,$23.00,,
62310,62311,$18.00,$18.00,,,62318,62318,$23.00,$23.00,,
62318,62318,$18.00,$18.00,,,62319,62319,$23.00,$23.00,,
62319,62319,$18.00,$18.00,,,62350,62351,$17.00,$47.00,,
62350,62351,$12.00,$42.00,,,62355,62355,$17.00,$47.00,,
62355,62355,$12.00,$42.00,,,62360,62361,$40.00,$70.00,,
62360,62361,$35.00,$65.00,,,62362,62362,$40.00,$70.00,,
62362,62362,$35.00,$65.00,,,62365,62365,$40.00,$70.00,,
62365,62365,$35.00,$65.00,,,62367,62370,$15.00,$45.00,,
62367,62370,$10.00,$40.00,,,63001,63075,$45.00,$75.00,,
62115,62115,$30.00,$60.00,,,63076,63091,$45.00,$75.00,,
62116,62117,$30.00,$60.00,,,63101,63101,$45.00,$75.00,,
63001,63075,$40.00,$70.00,,,63102,63102,$45.00,$75.00,,
63076,63091,$40.00,$70.00,,,63103,63103,$45.00,$75.00,,
63101,63101,$40.00,$70.00,,,63170,63200,$45.00,$75.00,,
63102,63102,$40.00,$70.00,,,63250,63290,$45.00,$75.00,,
63103,63103,$40.00,$70.00,,,63295,63295,$45.00,$75.00,,
63170,63200,$40.00,$70.00,,,63300,63308,$45.00,$75.00,,
63250,63290,$40.00,$70.00,,,63600,63615,$35.00,$65.00,,
63295,63295,$40.00,$70.00,,,63620,63621,$25.00,$55.00,,
63300,63308,$40.00,$70.00,,,63650,63650,$40.00,$70.00,,
63600,63615,$30.00,$60.00,,,63655,63655,$30.00,$60.00,,
63620,63621,$20.00,$50.00,,,63660,63664,$30.00,$60.00,,
63650,63650,$35.00,$65.00,,,63685,63685,$30.00,$60.00,,
63655,63655,$25.00,$55.00,,,63688,63688,$15.00,$45.00,,
63660,63664,$25.00,$55.00,,,63700,63700,$35.00,$65.00,,
63685,63685,$25.00,$55.00,,,63702,63702,$40.00,$70.00,,
63688,63688,$10.00,$40.00,,,63704,63704,$35.00,$65.00,,
63700,63700,$30.00,$60.00,,,63706,63706,$40.00,$70.00,,
63702,63702,$35.00,$65.00,,,63707,63707,$40.00,$70.00,,
63704,63704,$30.00,$60.00,,,63709,63709,$45.00,$75.00,,
63706,63706,$35.00,$65.00,,,63710,63710,$35.00,$65.00,,
63707,63707,$35.00,$65.00,,,63740,63740,$40.00,$70.00,,
63709,63709,$40.00,$70.00,,,63741,63741,$35.00,$65.00,,
63710,63710,$30.00,$60.00,,,63744,63744,$35.00,$65.00,,
63740,63740,$35.00,$65.00,,,63746,63746,$25.00,$60.00,,
63741,63741,$30.00,$60.00,,,63750,63750,$55.00,$85.00,,
63744,63744,$30.00,$60.00,,,63780,63780,$45.00,$75.00,,
63746,63746,$20.00,$55.00,,,64400,64445,$12.00,$12.00,,
63750,63750,$50.00,$80.00,,,64446,64448,$15.00,$15.00,,
63780,63780,$40.00,$70.00,,,64449,64449,$15.00,$15.00,,
64400,64445,$7.00,$7.00,,,64450,64450,$12.00,$12.00,,
64446,64448,$10.00,$10.00,,,64455,64455,$23.00,$23.00,,
64449,64449,$10.00,$10.00,,,64470,64470,$12.00,$12.00,,
64450,64450,$7.00,$7.00,,,64472,64472,$12.00,$12.00,,
64455,64455,$18.00,$18.00,,,64475,64475,$12.00,$12.00,,
64470,64470,$7.00,$7.00,,,64476,64476,$12.00,$12.00,,
64472,64472,$7.00,$7.00,,,64479,64479,$12.00,$12.00,,
64475,64475,$7.00,$7.00,,,64480,64480,$12.00,$12.00,,
64476,64476,$7.00,$7.00,,,64483,64483,$12.00,$12.00,,
64479,64479,$7.00,$7.00,,,64484,64484,$12.00,$12.00,,
64480,64480,$7.00,$7.00,,,64486,64489,$8.00,$8.00,,
64483,64483,$7.00,$7.00,,,64490,64495,$12.00,$12.00,,
64484,64484,$7.00,$7.00,,,64505,64530,$17.00,$17.00,,
64486,64489,$3.00,$3.00,,,64553,64595,$45.00,$75.00,,
64490,64495,$7.00,$7.00,,,64600,64681,$20.00,$50.00,,
64505,64530,$12.00,$12.00,,,64702,64704,$30.00,$60.00,,
64553,64595,$40.00,$70.00,,,64708,64714,$51.00,$81.00,,
64600,64681,$15.00,$45.00,,,64716,64716,$40.00,$70.00,,
64702,64704,$25.00,$55.00,,,64718,64721,$35.00,$65.00,,
64708,64714,$46.00,$76.00,,,64722,64726,$27.00,$57.00,,
64716,64716,$35.00,$65.00,,,64727,64727,$35.00,$65.00,,
64718,64721,$30.00,$60.00,,,64732,64761,$35.00,$65.00,,
64722,64726,$22.00,$52.00,,,64762,64762,$45.00,$75.00,,
64727,64727,$30.00,$60.00,,,64763,64763,$35.00,$65.00,,
64732,64761,$30.00,$60.00,,,64764,64764,$45.00,$75.00,,
64762,64762,$40.00,$70.00,,,64766,64766,$35.00,$65.00,,
64763,64763,$30.00,$60.00,,,64768,64768,$45.00,$75.00,,
64764,64764,$40.00,$70.00,,,64771,64772,$20.00,$40.00,,
64766,64766,$30.00,$60.00,,,64774,64774,$45.00,$75.00,,
64768,64768,$40.00,$70.00,,,64776,64776,$45.00,$75.00,,
64771,64772,$15.00,$35.00,,,64778,64778,$45.00,$75.00,,
64774,64774,$40.00,$70.00,,,64782,64783,$45.00,$75.00,,
64776,64776,$40.00,$70.00,,,64784,64786,$40.00,$70.00,,
64778,64778,$40.00,$70.00,,,64787,64787,$40.00,$70.00,,
64782,64783,$40.00,$70.00,,,64788,64792,$40.00,$70.00,,
64784,64786,$35.00,$65.00,,,64795,64795,$40.00,$70.00,,
64787,64787,$35.00,$65.00,,,64802,64823,$40.00,$70.00,,
64788,64792,$35.00,$65.00,,,64830,64830,$25.00,$55.00,,
64795,64795,$35.00,$65.00,,,64831,64832,$25.00,$55.00,,
64802,64823,$35.00,$65.00,,,64834,64840,$25.00,$55.00,,
64830,64830,$20.00,$50.00,,,64856,64859,$40.00,$70.00,,
64831,64832,$20.00,$50.00,,,64861,64861,$23.00,$43.00,,
64834,64840,$20.00,$50.00,,,64862,64862,$23.00,$43.00,,
64856,64859,$35.00,$65.00,,,64864,64864,$23.00,$43.00,,
64861,64861,$18.00,$38.00,,,64865,64865,$30.00,$60.00,,
64862,64862,$18.00,$38.00,,,64866,64870,$35.00,$65.00,,
64864,64864,$18.00,$38.00,,,64872,64872,$23.00,$43.00,,
64865,64865,$25.00,$55.00,,,64874,64874,$40.00,$70.00,,
64866,64870,$30.00,$60.00,,,64876,64876,$40.00,$70.00,,
64872,64872,$18.00,$38.00,,,64885,64889,$30.00,$60.00,,
64874,64874,$35.00,$65.00,,,64890,64907,$30.00,$60.00,,
64876,64876,$35.00,$65.00,,,64910,64911,$30.00,$60.00,,
64885,64889,$25.00,$55.00,,,64920,64920,$30.00,$60.00,,
64890,64907,$25.00,$55.00,,,65091,65105,$45.00,$75.00,,
64910,64911,$25.00,$55.00,,,65110,65110,$45.00,$75.00,,
64920,64920,$25.00,$55.00,,,65112,65114,$50.00,$80.00,,
65091,65105,$40.00,$70.00,,,65125,65125,$20.00,$50.00,,
65110,65110,$40.00,$70.00,,,65130,65140,$40.00,$70.00,,
65112,65114,$45.00,$75.00,,,65150,65150,$40.00,$70.00,,
65125,65125,$15.00,$45.00,,,65155,65155,$40.00,$70.00,,
65130,65140,$35.00,$65.00,,,65175,65175,$40.00,$70.00,,
65150,65150,$35.00,$65.00,,,65205,65205,$9.00,$9.00,,
65155,65155,$35.00,$65.00,,,65210,65222,$20.00,$50.00,,
65175,65175,$35.00,$65.00,,,65230,65230,$40.00,$70.00,,
65205,65205,$4.00,$4.00,,,65235,65265,$45.00,$75.00,,
65210,65222,$15.00,$45.00,,,65270,65273,$52.00,$52.00,,
65230,65230,$35.00,$65.00,,,65275,65285,$65.00,$95.00,,
65235,65265,$40.00,$70.00,,,65286,65286,$55.00,$55.00,,
65270,65273,$47.00,$47.00,,,65290,65290,$50.00,$65.00,,
65275,65285,$60.00,$90.00,,,65300,65300,$50.00,$65.00,,
65286,65286,$50.00,$50.00,,,65400,65410,$54.00,$54.00,,
65290,65290,$45.00,$60.00,,,65420,65426,$54.00,$54.00,,
65300,65300,$45.00,$60.00,,,65430,65430,$35.00,$49.00,,
65400,65410,$49.00,$49.00,,,65435,65436,$50.00,$80.00,,
65420,65426,$49.00,$49.00,,,65450,65450,$30.00,$30.00,,
65430,65430,$30.00,$44.00,,,65600,65600,$50.00,$65.00,,
65435,65436,$45.00,$75.00,,,65710,65782,$135.00,$175.00,,
65450,65450,$25.00,$25.00,,,65800,65815,$45.00,$45.00,,
65600,65600,$45.00,$60.00,,,65820,65830,$45.00,$45.00,,
65710,65782,$130.00,$170.00,,,65850,65850,$55.00,$75.00,,
65800,65815,$40.00,$40.00,,,65855,65855,$35.00,$65.00,,
65820,65830,$40.00,$40.00,,,65860,65860,$65.00,$85.00,,
65850,65850,$50.00,$70.00,,,65865,65865,$65.00,$95.00,,
65855,65855,$30.00,$60.00,,,65866,65880,$65.00,$85.00,,
65860,65860,$60.00,$80.00,,,65900,65900,$65.00,$85.00,,
65865,65865,$60.00,$90.00,,,65920,65930,$125.00,$145.00,,
65866,65880,$60.00,$80.00,,,66020,66030,$45.00,$75.00,,
65900,65900,$60.00,$80.00,,,66130,66130,$45.00,$75.00,,
65920,65930,$120.00,$140.00,,,66150,66165,$55.00,$85.00,,
66020,66030,$40.00,$70.00,,,66170,66170,$67.00,$87.00,,
66130,66130,$40.00,$70.00,,,66172,66172,$67.00,$97.00,,
66150,66165,$50.00,$80.00,,,66174,66175,$135.00,$175.00,,
66170,66170,$62.00,$82.00,,,66179,66180,$67.00,$97.00,,
66172,66172,$62.00,$92.00,,,66183,66183,$65.00,$95.00,,
66174,66175,$130.00,$170.00,,,66184,66185,$67.00,$87.00,,
66179,66180,$62.00,$92.00,,,66220,66225,$45.00,$75.00,,
66183,66183,$60.00,$90.00,,,66250,66250,$30.00,$45.00,,
66184,66185,$62.00,$82.00,,,66500,66635,$45.00,$45.00,,
66220,66225,$40.00,$70.00,,,66680,66682,$55.00,$55.00,,
66250,66250,$25.00,$40.00,,,66700,66741,$15.00,$35.00,,
66500,66635,$40.00,$40.00,,,66761,66770,$20.00,$40.00,,
66680,66682,$50.00,$50.00,,,66800,66801,$50.00,$60.00,,
66700,66741,$10.00,$30.00,,,66802,66802,$35.00,$55.00,,
66761,66770,$15.00,$35.00,,,66820,66820,$52.00,$62.00,,
66800,66801,$45.00,$55.00,,,66821,66821,$35.00,$55.00,,
66802,66802,$30.00,$50.00,,,66825,66986,$125.00,$145.00,,
66820,66820,$47.00,$57.00,,,66990,66990,$15.00,$30.00,,
66821,66821,$30.00,$50.00,,,67005,67010,$52.00,$82.00,,
66825,66986,$120.00,$140.00,,,67015,67015,$52.00,$52.00,,
66990,66990,$10.00,$25.00,,,67025,67025,$52.00,$82.00,,
67005,67010,$47.00,$77.00,,,67027,67027,$45.00,$75.00,,
67015,67015,$47.00,$47.00,,,67028,67028,$45.00,$75.00,,
67025,67025,$47.00,$77.00,,,67030,67031,$35.00,$55.00,,
67027,67027,$40.00,$70.00,,,67036,67036,$155.00,$175.00,,
67028,67028,$40.00,$70.00,,,67038,67043,$155.00,$175.00,,
67030,67031,$30.00,$50.00,,,67101,67105,$62.00,$72.00,,
67036,67036,$150.00,$170.00,,,67107,67109,$155.00,$175.00,,
67038,67043,$150.00,$170.00,,,67110,67113,$155.00,$175.00,,
67101,67105,$57.00,$67.00,,,67115,67121,$65.00,$95.00,,
67107,67109,$150.00,$170.00,,,67141,67145,$25.00,$45.00,,
67110,67113,$150.00,$170.00,,,67208,67222,$50.00,$65.00,,
67115,67121,$60.00,$90.00,,,67225,67225,$15.00,$35.00,,
67141,67145,$20.00,$40.00,,,67227,67229,$50.00,$80.00,,
67208,67222,$45.00,$60.00,,,67250,67250,$50.00,$50.00,,
67225,67225,$10.00,$30.00,,,67255,67255,$55.00,$85.00,,
67227,67229,$45.00,$75.00,,,67299,67299,$50.00,$72.00,,
67250,67250,$45.00,$45.00,,,67311,67399,$55.00,$75.00,,
67255,67255,$50.00,$80.00,,,67400,67400,$45.00,$55.00,,
67299,67299,$45.00,$67.00,,,67401,67413,$45.00,$65.00,,
67311,67399,$50.00,$70.00,,,67414,67414,$45.00,$65.00,,
67400,67400,$40.00,$50.00,,,67415,67415,$45.00,$75.00,,
67401,67413,$40.00,$60.00,,,67420,67450,$45.00,$75.00,,
67414,67414,$40.00,$60.00,,,67500,67505,$15.00,$35.00,,
67415,67415,$40.00,$70.00,,,67515,67515,$50.00,$60.00,,
67420,67450,$40.00,$70.00,,,67550,67560,$52.00,$62.00,,
67500,67505,$10.00,$30.00,,,67570,67570,$50.00,$60.00,,
67515,67515,$45.00,$55.00,,,67599,67599,$50.00,$60.00,,
67550,67560,$47.00,$57.00,,,67700,67715,$45.00,$45.00,,
67570,67570,$45.00,$55.00,,,67720,67720,$20.00,$30.00,,
67599,67599,$45.00,$55.00,,,67800,67808,$55.00,$65.00,,
67700,67715,$40.00,$40.00,,,67810,67810,$23.00,$43.00,,
67720,67720,$15.00,$25.00,,,67820,67830,$23.00,$43.00,,
67800,67808,$50.00,$60.00,,,67835,67835,$30.00,$60.00,,
67810,67810,$18.00,$38.00,,,67840,67840,$50.00,$60.00,,
67820,67830,$18.00,$38.00,,,67850,67850,$45.00,$55.00,,
67835,67835,$25.00,$55.00,,,67875,67875,$11.00,$31.00,,
67840,67840,$45.00,$55.00,,,67880,67882,$50.00,$60.00,,
67850,67850,$40.00,$50.00,,,67900,67912,$52.00,$62.00,,
67875,67875,$6.00,$26.00,,,67914,67924,$50.00,$50.00,,
67880,67882,$45.00,$55.00,,,67930,67935,$15.00,$35.00,,
67900,67912,$47.00,$57.00,,,67938,67938,$11.00,$31.00,,
67914,67924,$45.00,$45.00,,,67950,67950,$52.00,$62.00,,
67930,67935,$10.00,$30.00,,,67961,67966,$52.00,$62.00,,
67938,67938,$6.00,$26.00,,,67971,67975,$55.00,$65.00,,
67950,67950,$47.00,$57.00,,,67999,67999,$55.00,$65.00,,
67961,67966,$47.00,$57.00,,,68020,68040,$35.00,$35.00,,
67971,67975,$50.00,$60.00,,,68100,68135,$45.00,$55.00,,
67999,67999,$50.00,$60.00,,,68200,68200,$15.00,$35.00,,
68020,68040,$30.00,$30.00,,,68320,68399,$45.00,$75.00,,
68100,68135,$40.00,$50.00,,,68400,68420,$35.00,$45.00,,
68200,68200,$10.00,$30.00,,,68440,68440,$25.00,$35.00,,
68320,68399,$40.00,$70.00,,,68500,68505,$35.00,$65.00,,
68400,68420,$30.00,$40.00,,,68510,68510,$35.00,$65.00,,
68440,68440,$20.00,$30.00,,,68520,68520,$35.00,$65.00,,
68500,68505,$30.00,$60.00,,,68525,68525,$35.00,$65.00,,
68510,68510,$30.00,$60.00,,,68530,68530,$30.00,$40.00,,
68520,68520,$30.00,$60.00,,,68540,68540,$35.00,$65.00,,
68525,68525,$30.00,$60.00,,,68550,68550,$45.00,$75.00,,
68530,68530,$25.00,$35.00,,,68700,68700,$50.00,$70.00,,
68540,68540,$30.00,$60.00,,,68705,68705,$35.00,$45.00,,
68550,68550,$40.00,$70.00,,,68720,68720,$55.00,$65.00,,
68700,68700,$45.00,$65.00,,,68745,68745,$35.00,$45.00,,
68705,68705,$30.00,$40.00,,,68750,68750,$40.00,$50.00,,
