Medi-Cal UA and UB Modifier Maximum Allowable Reimbursement Rates for Surgical and Anesthesia Supplies and Drugs as of February 2016,,,,,,,,,,,
Procedure Code,,Outpatient,,,,Procedure Code,,Medical,,,UA - Medicaid level of care 10
From,Thru,UA,UB,,,From,Thru,UA,UB,,UB - Medicaid level of care 11
33993,33993,$32.00,$74.00,,,33993,33993,$37.00,$79.00,,
34001,34001,$20.00,$45.00,,,34001,34001,$25.00,$50.00,,
34051,34051,$20.00,$45.00,,,34051,34051,$25.00,$50.00,,
34101,34101,$35.00,$65.00,,,34101,34101,$40.00,$70.00,,
34111,34111,$30.00,$60.00,,,34111,34111,$35.00,$65.00,,
34151,34201,$35.00,$65.00,,,34151,34201,$40.00,$70.00,,
34203,34203,$30.00,$60.00,,,34203,34203,$35.00,$65.00,,
34401,34421,$35.00,$65.00,,,34401,34421,$40.00,$70.00,,
34451,34451,$45.00,$75.00,,,34451,34451,$50.00,$80.00,,
34471,34471,$20.00,$45.00,,,34471,34471,$25.00,$50.00,,
34490,34490,$30.00,$60.00,,,34490,34490,$35.00,$65.00,,
34501,34501,$35.00,$65.00,,,34501,34501,$40.00,$70.00,,
34502,34502,$45.00,$75.00,,,34502,34502,$45.00,$75.00,,
34510,34510,$30.00,$60.00,,,34510,34510,$35.00,$65.00,,
34520,34520,$45.00,$75.00,,,34520,34520,$50.00,$80.00,,
34530,34530,$40.00,$70.00,,,34530,34530,$45.00,$75.00,,
34800,34800,$35.00,$65.00,,,34800,34800,$40.00,$70.00,,
34802,34832,$35.00,$65.00,,,34802,34832,$40.00,$70.00,,
34833,34834,$35.00,$65.00,,,34833,34834,$40.00,$70.00,,
34841,34846,$45.00,$75.00,,,34841,34846,$50.00,$80.00,,
34847,34848,$50.00,$80.00,,,34847,34848,$55.00,$85.00,,
34900,34900,$40.00,$70.00,,,34900,34900,$50.00,$80.00,,
35001,35002,$40.00,$70.00,,,35001,35002,$45.00,$75.00,,
35005,35005,$40.00,$70.00,,,35005,35005,$45.00,$75.00,,
35011,35081,$35.00,$65.00,,,35011,35081,$40.00,$70.00,,
35082,35082,$60.00,$90.00,,,35082,35082,$65.00,$95.00,,
35091,35092,$35.00,$65.00,,,35091,35092,$40.00,$70.00,,
35102,35102,$60.00,$90.00,,,35102,35102,$65.00,$95.00,,
35103,35103,$100.00,$130.00,,,35103,35103,$105.00,$135.00,,
35111,35162,$100.00,$130.00,,,35111,35162,$105.00,$135.00,,
35180,35182,$45.00,$75.00,,,35180,35182,$50.00,$80.00,,
35184,35184,$35.00,$65.00,,,35184,35184,$40.00,$70.00,,
35188,35189,$45.00,$75.00,,,35188,35189,$50.00,$80.00,,
35190,35190,$35.00,$65.00,,,35190,35190,$40.00,$70.00,,
35201,35206,$35.00,$65.00,,,35201,35206,$40.00,$70.00,,
35207,35207,$25.00,$55.00,,,35207,35207,$30.00,$60.00,,
35211,35211,$40.00,$70.00,,,35211,35211,$45.00,$75.00,,
35216,35216,$35.00,$65.00,,,35216,35216,$40.00,$70.00,,
35221,35221,$40.00,$70.00,,,35221,35221,$45.00,$75.00,,
35226,35226,$35.00,$65.00,,,35226,35226,$40.00,$70.00,,
35231,35236,$40.00,$70.00,,,35231,35236,$45.00,$75.00,,
35241,35241,$45.00,$75.00,,,35241,35241,$50.00,$80.00,,
35246,35246,$40.00,$70.00,,,35246,35246,$45.00,$75.00,,
35251,35251,$45.00,$75.00,,,35251,35251,$50.00,$80.00,,
35256,35266,$40.00,$70.00,,,35256,35266,$45.00,$75.00,,
35271,35271,$45.00,$75.00,,,35271,35271,$50.00,$80.00,,
35276,35276,$40.00,$70.00,,,35276,35276,$45.00,$75.00,,
35281,35281,$45.00,$75.00,,,35281,35281,$50.00,$80.00,,
35286,35286,$40.00,$70.00,,,35286,35286,$45.00,$75.00,,
35301,35301,$35.00,$65.00,,,35301,35301,$40.00,$70.00,,
35302,35306,$45.00,$75.00,,,35302,35306,$50.00,$80.00,,
35307,35321,$35.00,$65.00,,,35307,35321,$40.00,$70.00,,
35331,35351,$40.00,$70.00,,,35331,35351,$45.00,$75.00,,
35355,35361,$45.00,$75.00,,,35355,35361,$50.00,$80.00,,
35363,35363,$50.00,$80.00,,,35363,35363,$55.00,$85.00,,
35371,35381,$45.00,$75.00,,,35371,35381,$50.00,$80.00,,
35390,35390,$35.00,$65.00,,,35390,35390,$65.00,$95.00,,
35400,35400,$50.00,$80.00,,,35400,35400,$55.00,$85.00,,
35450,35450,$50.00,$80.00,,,35450,35450,$55.00,$85.00,,
35452,35454,$50.00,$80.00,,,35452,35454,$55.00,$85.00,,
35456,35456,$50.00,$80.00,,,35456,35456,$55.00,$85.00,,
35458,35458,$50.00,$80.00,,,35458,35458,$55.00,$85.00,,
35460,35460,$50.00,$80.00,,,35460,35460,$55.00,$85.00,,
35470,35473,$50.00,$80.00,,,35470,35473,$55.00,$85.00,,
35474,35476,$50.00,$80.00,,,35474,35476,$55.00,$85.00,,
35480,35485,$50.00,$80.00,,,35480,35485,$55.00,$85.00,,
35490,35495,$50.00,$80.00,,,35490,35495,$55.00,$85.00,,
35500,35501,$30.00,$60.00,,,35500,35501,$35.00,$65.00,,
35506,35506,$30.00,$60.00,,,35506,35506,$35.00,$65.00,,
35508,35509,$30.00,$60.00,,,35508,35509,$35.00,$65.00,,
35510,35510,$30.00,$60.00,,,35510,35510,$35.00,$65.00,,
35511,35512,$30.00,$60.00,,,35511,35512,$35.00,$65.00,,
35515,35516,$30.00,$60.00,,,35515,35516,$35.00,$65.00,,
35518,35518,$30.00,$60.00,,,35518,35518,$35.00,$65.00,,
35521,35526,$30.00,$60.00,,,35521,35526,$35.00,$65.00,,
35531,35533,$30.00,$60.00,,,35531,35533,$35.00,$65.00,,
35535,35536,$30.00,$60.00,,,35535,35536,$35.00,$65.00,,
35537,35540,$30.00,$60.00,,,35537,35540,$35.00,$65.00,,
35546,35546,$30.00,$60.00,,,35546,35546,$35.00,$65.00,,
35548,35549,$30.00,$60.00,,,35548,35549,$35.00,$65.00,,
35551,35551,$30.00,$60.00,,,35551,35551,$35.00,$65.00,,
35556,35556,$30.00,$60.00,,,35556,35556,$35.00,$65.00,,
35558,35558,$30.00,$60.00,,,35558,35558,$35.00,$65.00,,
35560,35560,$30.00,$60.00,,,35560,35560,$35.00,$65.00,,
35563,35563,$30.00,$60.00,,,35563,35563,$35.00,$65.00,,
35565,35566,$30.00,$60.00,,,35565,35566,$35.00,$65.00,,
35570,35570,$30.00,$60.00,,,35570,35570,$35.00,$65.00,,
35571,35572,$35.00,$65.00,,,35571,35572,$40.00,$70.00,,
35583,35583,$35.00,$65.00,,,35583,35583,$40.00,$80.00,,
35585,35585,$35.00,$65.00,,,35585,35585,$40.00,$80.00,,
35587,35587,$35.00,$65.00,,,35587,35587,$40.00,$80.00,,
35600,35601,$50.00,$80.00,,,35600,35601,$55.00,$85.00,,
35606,35606,$50.00,$80.00,,,35606,35606,$55.00,$85.00,,
35612,35612,$50.00,$80.00,,,35612,35612,$55.00,$85.00,,
35616,35616,$50.00,$80.00,,,35616,35616,$55.00,$85.00,,
35621,35621,$50.00,$80.00,,,35621,35621,$55.00,$85.00,,
35623,35623,$50.00,$80.00,,,35623,35623,$55.00,$85.00,,
35626,35626,$50.00,$80.00,,,35626,35626,$55.00,$85.00,,
35631,35631,$50.00,$80.00,,,35631,35631,$55.00,$85.00,,
35632,35634,$60.00,$90.00,,,35632,35634,$65.00,$95.00,,
35636,35636,$60.00,$90.00,,,35636,35636,$65.00,$95.00,,
35637,35638,$50.00,$80.00,,,35637,35638,$55.00,$85.00,,
35642,35642,$50.00,$80.00,,,35642,35642,$55.00,$85.00,,
35645,35647,$50.00,$80.00,,,35645,35647,$55.00,$85.00,,
35650,35651,$50.00,$80.00,,,35650,35651,$55.00,$85.00,,
35654,35654,$50.00,$80.00,,,35654,35654,$55.00,$85.00,,
35656,35656,$50.00,$80.00,,,35656,35656,$55.00,$85.00,,
35661,35661,$50.00,$80.00,,,35661,35661,$55.00,$85.00,,
35663,35663,$50.00,$80.00,,,35663,35663,$55.00,$85.00,,
35665,35666,$50.00,$80.00,,,35665,35666,$55.00,$85.00,,
35671,35671,$50.00,$80.00,,,35671,35671,$55.00,$85.00,,
35681,35683,$60.00,$90.00,,,35681,35683,$65.00,$95.00,,
35685,35686,$40.00,$70.00,,,35685,35686,$45.00,$75.00,,
35691,35696,$60.00,$90.00,,,35691,35696,$65.00,$95.00,,
35697,35697,$60.00,$90.00,,,35697,35697,$65.00,$95.00,,
35700,35700,$35.00,$65.00,,,35700,35700,$40.00,$70.00,,
35701,35741,$35.00,$65.00,,,35701,35741,$40.00,$70.00,,
35761,35761,$30.00,$60.00,,,35761,35761,$35.00,$65.00,,
35800,35800,$35.00,$65.00,,,35800,35800,$40.00,$70.00,,
35820,35840,$40.00,$70.00,,,35820,35840,$45.00,$75.00,,
35860,35875,$30.00,$60.00,,,35860,35875,$35.00,$65.00,,
35876,35876,$30.00,$60.00,,,35876,35876,$35.00,$65.00,,
35879,35879,$40.00,$70.00,,,35879,35879,$45.00,$75.00,,
35880,35880,$40.00,$70.00,,,35880,35880,$45.00,$75.00,,
35881,35881,$40.00,$70.00,,,35881,35881,$45.00,$75.00,,
35883,35884,$40.00,$70.00,,,35883,35884,$45.00,$75.00,,
35900,35900,$35.00,$55.00,,,35900,35900,$40.00,$60.00,,
35901,35901,$18.00,$38.00,,,35901,35901,$23.00,$43.00,,
35903,35903,$35.00,$65.00,,,35903,35903,$40.00,$70.00,,
35905,35905,$35.00,$65.00,,,35905,35905,$70.00,$100.00,,
35907,35907,$50.00,$80.00,,,35907,35907,$55.00,$85.00,,
35910,35910,$45.00,$75.00,,,35910,35910,$50.00,$80.00,,
36000,36001,$4.00,$4.00,,,36000,36001,$9.00,$9.00,,
36002,36002,$4.00,$4.00,,,36002,36002,$9.00,$9.00,,
36005,36005,$20.00,$50.00,,,36005,36005,$25.00,$55.00,,
36010,36010,$10.00,$10.00,,,36010,36010,$15.00,$15.00,,
36011,36011,$40.00,$70.00,,,36011,36011,$45.00,$75.00,,
36012,36012,$40.00,$70.00,,,36012,36012,$45.00,$75.00,,
36013,36013,$50.00,$80.00,,,36013,36013,$55.00,$85.00,,
36014,36014,$50.00,$80.00,,,36014,36014,$55.00,$85.00,,
36015,36015,$60.00,$90.00,,,36015,36015,$65.00,$95.00,,
36100,36146,$15.00,$35.00,,,36100,36146,$20.00,$40.00,,
36147,36148,$15.00,$45.00,,,36147,36148,$20.00,$50.00,,
36149,36200,$15.00,$35.00,,,36149,36200,$20.00,$40.00,,
36201,36201,$45.00,$75.00,,,36201,36201,$50.00,$80.00,,
36202,36214,$15.00,$35.00,,,36202,36214,$20.00,$40.00,,
36215,36215,$60.00,$90.00,,,36215,36215,$65.00,$95.00,,
36216,36216,$15.00,$35.00,,,36216,36216,$20.00,$40.00,,
36217,36217,$45.00,$75.00,,,36217,36217,$50.00,$80.00,,
36218,36230,$15.00,$35.00,,,36218,36230,$20.00,$40.00,,
36245,36245,$60.00,$90.00,,,36245,36245,$65.00,$95.00,,
36246,36246,$40.00,$70.00,,,36246,36246,$45.00,$75.00,,
36247,36247,$40.00,$70.00,,,36247,36247,$45.00,$75.00,,
36248,36248,$60.00,$90.00,,,36248,36248,$65.00,$95.00,,
36251,36254,$60.00,$90.00,,,36251,36254,$65.00,$95.00,,
36260,36299,$30.00,$60.00,,,36260,36299,$35.00,$65.00,,
36400,36405,$6.00,$6.00,,,36400,36405,$11.00,$11.00,,
36406,36406,$6.00,$6.00,,,36406,36406,$11.00,$11.00,,
36410,36410,$3.00,$3.00,,,36410,36410,$8.00,$8.00,,
36415,36415,$3.00,$3.00,,,36415,36415,$8.00,$8.00,,
36416,36416,$3.00,$3.00,,,36416,36416,$8.00,$8.00,,
36420,36425,$10.00,$10.00,,,36420,36425,$15.00,$15.00,,
36430,36430,$20.00,$20.00,,,36430,36430,$25.00,$25.00,,
36432,36432,$16.00,$16.00,,,36432,36432,$21.00,$21.00,,
36440,36440,$6.00,$6.00,,,36440,36440,$11.00,$11.00,,
36450,36450,$20.00,$20.00,,,36450,36450,$25.00,$25.00,,
36455,36455,$16.00,$16.00,,,36455,36455,$21.00,$21.00,,
36460,36460,$21.00,$51.00,,,36460,36460,$26.00,$56.00,,
36468,36468,$5.00,$10.00,,,36468,36468,$10.00,$15.00,,
36469,36469,$5.00,$10.00,,,36469,36469,$10.00,$15.00,,
36470,36471,$10.00,$30.00,,,36470,36471,$15.00,$35.00,,
36475,36475,$20.00,$25.00,,,36475,36475,$25.00,$30.00,,
36476,36476,$10.00,$15.00,,,36476,36476,$15.00,$20.00,,
36478,36479,$10.00,$15.00,,,36478,36479,$15.00,$20.00,,
36481,36481,$60.00,$90.00,,,36481,36481,$65.00,$95.00,,
36488,36491,$65.00,$95.00,,,36488,36491,$70.00,$100.00,,
36492,36493,$70.00,$100.00,,,36492,36493,$75.00,$105.00,,
36495,36497,$30.00,$60.00,,,36495,36497,$35.00,$65.00,,
36500,36500,$10.00,$10.00,,,36500,36500,$15.00,$15.00,,
36510,36510,$10.00,$10.00,,,36510,36510,$15.00,$15.00,,
36511,36511,$10.00,$10.00,,,36511,36511,$15.00,$15.00,,
36512,36512,$10.00,$10.00,,,36512,36512,$15.00,$15.00,,
36513,36513,$10.00,$10.00,,,36513,36513,$15.00,$15.00,,
36514,36514,$10.00,$10.00,,,36514,36514,$15.00,$15.00,,
36515,36515,$10.00,$10.00,,,36515,36515,$15.00,$15.00,,
36516,36516,$10.00,$10.00,,,36516,36516,$15.00,$15.00,,
36520,36520,$16.00,$16.00,,,36520,36520,$21.00,$21.00,,
36521,36521,$16.00,$16.00,,,36521,36521,$21.00,$21.00,,
36522,36522,$16.00,$16.00,,,36522,36522,$21.00,$21.00,,
36530,36530,$35.00,$65.00,,,36530,36530,$40.00,$70.00,,
36531,36531,$35.00,$65.00,,,36531,36531,$40.00,$70.00,,
36532,36532,$25.00,$55.00,,,36532,36532,$30.00,$60.00,,
36533,36534,$65.00,$95.00,,,36533,36534,$70.00,$100.00,,
36535,36535,$30.00,$60.00,,,36535,36535,$35.00,$65.00,,
36536,36536,$30.00,$60.00,,,36536,36536,$35.00,$65.00,,
36537,36537,$30.00,$60.00,,,36537,36537,$35.00,$65.00,,
36540,36540,$3.00,$3.00,,,36540,36540,$8.00,$8.00,,
36550,36550,$50.00,$80.00,,,36550,36550,$55.00,$85.00,,
36555,36555,$65.00,$95.00,,,36555,36555,$70.00,$100.00,,
36556,36556,$65.00,$95.00,,,36556,36556,$70.00,$100.00,,
36557,36557,$65.00,$95.00,,,36557,36557,$70.00,$100.00,,
36558,36558,$65.00,$95.00,,,36558,36558,$70.00,$100.00,,
36559,36559,$65.00,$95.00,,,36559,36559,$70.00,$100.00,,
36560,36560,$65.00,$95.00,,,36560,36560,$70.00,$100.00,,
36561,36561,$65.00,$95.00,,,36561,36561,$70.00,$100.00,,
36562,36562,$65.00,$95.00,,,36562,36562,$70.00,$100.00,,
36563,36563,$65.00,$95.00,,,36563,36563,$70.00,$100.00,,
36564,36564,$65.00,$95.00,,,36564,36564,$70.00,$100.00,,
36565,36565,$65.00,$95.00,,,36565,36565,$70.00,$100.00,,
36566,36566,$65.00,$95.00,,,36566,36566,$70.00,$100.00,,
36567,36567,$65.00,$95.00,,,36567,36567,$70.00,$100.00,,
36568,36568,$65.00,$95.00,,,36568,36568,$70.00,$100.00,,
36569,36569,$65.00,$95.00,,,36569,36569,$70.00,$100.00,,
36570,36570,$65.00,$95.00,,,36570,36570,$70.00,$100.00,,
36571,36571,$65.00,$95.00,,,36571,36571,$70.00,$100.00,,
36575,36575,$35.00,$65.00,,,36575,36575,$40.00,$70.00,,
36576,36576,$35.00,$65.00,,,36576,36576,$40.00,$70.00,,
36577,36577,$35.00,$65.00,,,36577,36577,$40.00,$70.00,,
36578,36578,$35.00,$65.00,,,36578,36578,$40.00,$70.00,,
36580,36580,$65.00,$95.00,,,36580,36580,$70.00,$100.00,,
36581,36581,$65.00,$95.00,,,36581,36581,$70.00,$100.00,,
36582,36582,$65.00,$95.00,,,36582,36582,$70.00,$100.00,,
36583,36583,$65.00,$95.00,,,36583,36583,$70.00,$100.00,,
36584,36584,$65.00,$95.00,,,36584,36584,$70.00,$100.00,,
36585,36585,$65.00,$95.00,,,36585,36585,$70.00,$100.00,,
36589,36589,$35.00,$65.00,,,36589,36589,$40.00,$70.00,,
36590,36590,$35.00,$65.00,,,36590,36590,$40.00,$70.00,,
36591,36594,$35.00,$65.00,,,36591,36594,$40.00,$70.00,,
36595,36595,$35.00,$65.00,,,36595,36595,$40.00,$70.00,,
36596,36596,$35.00,$65.00,,,36596,36596,$40.00,$70.00,,
36597,36597,$35.00,$65.00,,,36597,36597,$40.00,$70.00,,
36598,36598,$40.00,$70.00,,,36598,36598,$45.00,$75.00,,
36600,36600,$3.00,$3.00,,,36600,36600,$8.00,$8.00,,
36620,36625,$60.00,$90.00,,,36620,36625,$65.00,$95.00,,
36640,36640,$40.00,$70.00,,,36640,36640,$45.00,$75.00,,
36660,36660,$25.00,$25.00,,,36660,36660,$30.00,$30.00,,
36680,36680,$25.00,$55.00,,,36680,36680,$30.00,$60.00,,
36800,36800,$12.00,$32.00,,,36800,36800,$17.00,$37.00,,
36810,36810,$70.00,$100.00,,,36810,36810,$75.00,$105.00,,
36815,36815,$60.00,$90.00,,,36815,36815,$65.00,$95.00,,
36818,36818,$40.00,$70.00,,,36818,36818,$45.00,$75.00,,
36819,36819,$50.00,$80.00,,,36819,36819,$55.00,$85.00,,
36820,36820,$70.00,$100.00,,,36820,36820,$75.00,$105.00,,
36821,36821,$35.00,$65.00,,,36821,36821,$40.00,$70.00,,
36822,36822,$40.00,$70.00,,,36822,36822,$45.00,$75.00,,
36823,36823,$40.00,$70.00,,,36823,36823,$45.00,$75.00,,
36825,36825,$40.00,$70.00,,,36825,36825,$45.00,$75.00,,
36830,36830,$40.00,$70.00,,,36830,36830,$45.00,$75.00,,
36831,36831,$35.00,$65.00,,,36831,36831,$40.00,$70.00,,
36832,36832,$35.00,$65.00,,,36832,36832,$40.00,$70.00,,
36833,36833,$35.00,$65.00,,,36833,36833,$40.00,$70.00,,
36834,36834,$35.00,$65.00,,,36834,36834,$40.00,$70.00,,
36835,36835,$70.00,$100.00,,,36835,36835,$75.00,$105.00,,
36838,36838,$70.00,$100.00,,,36838,36838,$75.00,$105.00,,
36840,36845,$70.00,$100.00,,,36840,36845,$75.00,$105.00,,
36860,36861,$50.00,$80.00,,,36860,36861,$55.00,$85.00,,
36870,36870,$30.00,$60.00,,,36870,36870,$35.00,$65.00,,
37140,37181,$15.00,$45.00,,,37140,37181,$20.00,$50.00,,
37182,37182,$45.00,$75.00,,,37182,37182,$50.00,$80.00,,
37183,37183,$45.00,$75.00,,,37183,37183,$50.00,$80.00,,
37184,37188,$30.00,$60.00,,,37184,37188,$35.00,$65.00,,
37190,37190,$65.00,$95.00,,,37190,37190,$70.00,$100.00,,
37191,37193,$45.00,$75.00,,,37191,37193,$50.00,$80.00,,
37195,37195,$45.00,$75.00,,,37195,37195,$50.00,$80.00,,
37197,37197,$45.00,$75.00,,,37197,37197,$50.00,$80.00,,
37200,37214,$45.00,$75.00,,,37200,37214,$50.00,$80.00,,
37215,37218,$40.00,$70.00,,,37215,37218,$45.00,$75.00,,
37220,37239,$45.00,$75.00,,,37220,37239,$50.00,$80.00,,
37241,37244,$45.00,$75.00,,,37241,37244,$50.00,$80.00,,
37250,37251,$45.00,$75.00,,,37250,37251,$50.00,$80.00,,
37500,37605,$40.00,$70.00,,,37500,37605,$45.00,$75.00,,
37606,37606,$45.00,$75.00,,,37606,37606,$50.00,$80.00,,
37607,37607,$45.00,$75.00,,,37607,37607,$50.00,$80.00,,
37609,37609,$16.00,$16.00,,,37609,37609,$21.00,$21.00,,
37615,37615,$20.00,$45.00,,,37615,37615,$25.00,$50.00,,
37616,37617,$25.00,$55.00,,,37616,37617,$30.00,$60.00,,
37618,37618,$15.00,$35.00,,,37618,37618,$20.00,$40.00,,
37619,37619,$20.00,$45.00,,,37620,37620,$30.00,$60.00,,
37620,37620,$25.00,$55.00,,,37650,37650,$20.00,$40.00,,
37650,37650,$15.00,$35.00,,,37651,37651,$25.00,$55.00,,
37651,37651,$20.00,$50.00,,,37660,37660,$30.00,$60.00,,
37660,37660,$25.00,$55.00,,,37700,37786,$45.00,$75.00,,
37700,37786,$40.00,$70.00,,,37788,37799,$45.00,$75.00,,
37788,37799,$40.00,$70.00,,,37999,37999,$45.00,$75.00,,
37999,37999,$40.00,$70.00,,,38100,38115,$65.00,$95.00,,
38100,38115,$60.00,$90.00,,,38120,38120,$130.00,$160.00,,
38120,38120,$125.00,$155.00,,,38129,38129,$130.00,$160.00,,
38129,38129,$125.00,$155.00,,,38200,38200,$30.00,$60.00,,
38200,38200,$25.00,$55.00,,,38204,38204,$45.00,$75.00,,
38204,38204,$40.00,$70.00,,,38205,38205,$45.00,$75.00,,
38205,38205,$40.00,$70.00,,,38206,38206,$45.00,$75.00,,
38206,38206,$40.00,$70.00,,,38207,38207,$45.00,$75.00,,
38207,38207,$40.00,$70.00,,,38208,38208,$45.00,$75.00,,
38208,38208,$40.00,$70.00,,,38209,38209,$45.00,$75.00,,
38209,38209,$40.00,$70.00,,,38210,38210,$45.00,$75.00,,
38210,38210,$40.00,$70.00,,,38211,38213,$45.00,$75.00,,
38211,38213,$40.00,$70.00,,,38214,38215,$45.00,$65.00,,
38214,38215,$40.00,$60.00,,,38220,38220,$17.00,$47.00,,
38220,38220,$12.00,$42.00,,,38221,38221,$17.00,$47.00,,
38221,38221,$12.00,$42.00,,,38230,38239,$35.00,$65.00,,
38230,38239,$30.00,$60.00,,,38240,38243,$45.00,$65.00,,
38240,38243,$40.00,$60.00,,,38300,38305,$17.00,$37.00,,
38300,38305,$12.00,$32.00,,,38308,38380,$25.00,$55.00,,
38308,38380,$20.00,$50.00,,,38381,38382,$30.00,$60.00,,
38381,38382,$25.00,$55.00,,,38500,38525,$19.00,$39.00,,
38500,38525,$14.00,$34.00,,,38530,38530,$40.00,$70.00,,
38530,38530,$35.00,$65.00,,,38542,38542,$35.00,$65.00,,
38542,38542,$30.00,$60.00,,,38550,38550,$30.00,$45.00,,
38550,38550,$25.00,$40.00,,,38555,38555,$35.00,$65.00,,
38555,38555,$30.00,$60.00,,,38562,38564,$30.00,$45.00,,
38562,38564,$25.00,$40.00,,,38570,38572,$130.00,$160.00,,
38570,38572,$125.00,$155.00,,,38589,38589,$130.00,$160.00,,
38589,38589,$125.00,$155.00,,,38700,38701,$40.00,$70.00,,
38700,38701,$35.00,$65.00,,,38720,38720,$40.00,$70.00,,
38720,38720,$35.00,$65.00,,,38724,38724,$40.00,$70.00,,
38724,38724,$35.00,$65.00,,,38740,38740,$30.00,$60.00,,
38740,38740,$25.00,$55.00,,,38745,38745,$40.00,$70.00,,
38745,38745,$35.00,$65.00,,,38746,38746,$45.00,$75.00,,
38746,38746,$40.00,$70.00,,,38747,38747,$45.00,$75.00,,
38747,38747,$40.00,$70.00,,,38760,38760,$30.00,$60.00,,
38760,38760,$25.00,$55.00,,,38761,38761,$45.00,$75.00,,
38761,38761,$40.00,$70.00,,,38765,38765,$40.00,$60.00,,
38765,38765,$35.00,$55.00,,,38766,38766,$55.00,$85.00,,
38766,38766,$50.00,$80.00,,,38770,38770,$50.00,$80.00,,
38770,38770,$45.00,$75.00,,,38771,38771,$65.00,$95.00,,
38771,38771,$60.00,$90.00,,,38780,38780,$40.00,$70.00,,
38780,38780,$35.00,$65.00,,,38790,38790,$20.00,$20.00,,
38790,38790,$15.00,$15.00,,,38791,38791,$30.00,$30.00,,
38791,38791,$25.00,$25.00,,,38792,38792,$30.00,$60.00,,
38792,38792,$25.00,$55.00,,,38794,38794,$25.00,$45.00,,
38794,38794,$20.00,$40.00,,,38900,38900,$25.00,$55.00,,
38900,38900,$20.00,$50.00,,,38999,38999,$20.00,$45.00,,
38999,38999,$15.00,$40.00,,,39000,39000,$25.00,$55.00,,
39000,39000,$20.00,$50.00,,,39010,39010,$45.00,$75.00,,
39010,39010,$40.00,$70.00,,,39020,39020,$50.00,$80.00,,
39020,39020,$45.00,$75.00,,,39200,39220,$35.00,$65.00,,
39200,39220,$30.00,$60.00,,,39400,39400,$20.00,$35.00,,
39400,39400,$15.00,$30.00,,,39499,39499,$35.00,$65.00,,
39499,39499,$30.00,$60.00,,,39501,39501,$30.00,$60.00,,
39501,39501,$25.00,$55.00,,,39502,39502,$30.00,$60.00,,
39502,39502,$25.00,$55.00,,,39503,39520,$35.00,$65.00,,
39503,39520,$30.00,$60.00,,,39530,39531,$40.00,$70.00,,
39530,39531,$35.00,$65.00,,,39540,39547,$30.00,$60.00,,
39540,39547,$25.00,$55.00,,,39560,39561,$30.00,$60.00,,
39560,39561,$25.00,$55.00,,,39599,39599,$35.00,$65.00,,
39599,39599,$30.00,$60.00,,,40490,40530,$25.00,$55.00,,
40490,40530,$20.00,$50.00,,,40650,40654,$25.00,$55.00,,
40650,40654,$20.00,$50.00,,,40700,40799,$25.00,$55.00,,
40700,40799,$20.00,$50.00,,,40800,40805,$20.00,$50.00,,
40800,40805,$15.00,$45.00,,,40806,40806,$20.00,$50.00,,
40806,40806,$15.00,$45.00,,,40808,40820,$20.00,$50.00,,
40808,40820,$15.00,$45.00,,,40830,40831,$25.00,$55.00,,
40830,40831,$20.00,$50.00,,,40840,40840,$30.00,$60.00,,
40840,40840,$25.00,$55.00,,,40842,40842,$40.00,$70.00,,
40842,40842,$35.00,$65.00,,,40843,40843,$45.00,$75.00,,
40843,40843,$40.00,$70.00,,,40844,40844,$35.00,$65.00,,
40844,40844,$30.00,$60.00,,,40845,40845,$45.00,$75.00,,
40845,40845,$40.00,$70.00,,,40899,40899,$40.00,$70.00,,
40899,40899,$35.00,$65.00,,,41000,41009,$25.00,$45.00,,
41000,41009,$20.00,$40.00,,,41010,41010,$20.00,$50.00,,
41010,41010,$15.00,$45.00,,,41015,41018,$30.00,$50.00,,
41015,41018,$25.00,$45.00,,,41019,41019,$35.00,$65.00,,
41019,41019,$30.00,$60.00,,,41100,41113,$25.00,$55.00,,
41100,41113,$20.00,$50.00,,,41114,41114,$30.00,$60.00,,
41114,41114,$25.00,$55.00,,,41115,41115,$20.00,$50.00,,
41115,41115,$15.00,$45.00,,,41116,41116,$30.00,$60.00,,
41116,41116,$25.00,$55.00,,,41120,41130,$35.00,$65.00,,
41120,41130,$30.00,$60.00,,,41135,41135,$45.00,$75.00,,
41135,41135,$40.00,$70.00,,,41140,41140,$50.00,$80.00,,
41140,41140,$45.00,$75.00,,,41145,41145,$55.00,$85.00,,
41145,41145,$50.00,$80.00,,,41150,41150,$40.00,$70.00,,
41150,41150,$35.00,$65.00,,,41153,41153,$50.00,$80.00,,
41153,41153,$45.00,$75.00,,,41155,41155,$55.00,$85.00,,
41155,41155,$50.00,$80.00,,,41250,41251,$30.00,$60.00,,
41250,41251,$25.00,$55.00,,,41252,41252,$35.00,$65.00,,
41252,41252,$30.00,$60.00,,,41500,41510,$30.00,$60.00,,
41500,41510,$25.00,$55.00,,,41512,41512,$30.00,$60.00,,
41512,41512,$25.00,$55.00,,,41520,41520,$21.00,$41.00,,
41520,41520,$16.00,$36.00,,,41530,41530,$30.00,$60.00,,
41530,41530,$25.00,$55.00,,,41599,41599,$30.00,$60.00,,
41599,41599,$25.00,$55.00,,,41800,41800,$23.00,$43.00,,
41800,41800,$18.00,$38.00,,,41805,41806,$23.00,$43.00,,
41805,41806,$18.00,$38.00,,,41820,41820,$15.00,$40.00,,
41820,41820,$10.00,$35.00,,,41821,41825,$20.00,$50.00,,
